Purchase Type,Credit Score,Finance Type,State,PMA,Make,Lender Type,Amount Financed,2023 Vehicle Count,2024 Vehicle Count,2025 Vehicle Count
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,CREDIT UNION,"$20,000 - $24,999",2,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,CREDIT UNION,"$25,000 - $29,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,CREDIT UNION,"$40,000 - $44,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,INDEPENDENT,"$10,000 - $14,999",2,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,INDEPENDENT,"$15,000 - $19,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,INDEPENDENT,"$20,000 - $24,999",1,3,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,INDEPENDENT,"$25,000 - $29,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,UNKNOWN,"$15,000 - $19,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,UNKNOWN,"$25,000 - $29,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,POLESTAR,CREDIT UNION,"$30,000 - $34,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,PONTIAC,INDEPENDENT,"$15,000 - $19,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,PORSCHE,BANK,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,PORSCHE,BANK,"$15,000 - $19,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,PORSCHE,BANK,"$30,000 - $34,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,PORSCHE,BANK,"$50,000 - $59,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,PORSCHE,CREDIT UNION,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,PORSCHE,CREDIT UNION,"$20,000 - $24,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,PORSCHE,UNKNOWN,"$25,000 - $29,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$0 - $4,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$5,000 - $9,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$15,000 - $19,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$20,000 - $24,999",2,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$25,000 - $29,999",1,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$30,000 - $34,999",2,2,4
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$35,000 - $39,999",2,3,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$40,000 - $44,999",0,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$45,000 - $49,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$50,000 - $59,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$60,000 - $69,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,Not Available,0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CAPTIVE,"$15,000 - $19,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CAPTIVE,"$25,000 - $29,999",2,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CAPTIVE,"$30,000 - $34,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CAPTIVE,"$35,000 - $39,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CAPTIVE,"$40,000 - $44,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CAPTIVE,"$50,000 - $59,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CREDIT UNION,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CREDIT UNION,"$10,000 - $14,999",1,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CREDIT UNION,"$15,000 - $19,999",2,3,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CREDIT UNION,"$20,000 - $24,999",0,3,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CREDIT UNION,"$25,000 - $29,999",3,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CREDIT UNION,"$30,000 - $34,999",1,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CREDIT UNION,"$35,000 - $39,999",2,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CREDIT UNION,"$40,000 - $44,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CREDIT UNION,"$50,000 - $59,999",3,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,CREDIT UNION,"$80,000 - $89,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,INDEPENDENT,"$5,000 - $9,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,INDEPENDENT,"$10,000 - $14,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,INDEPENDENT,"$25,000 - $29,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,INDEPENDENT,"$30,000 - $34,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,INDEPENDENT,"$35,000 - $39,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,UNKNOWN,"$20,000 - $24,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,RAM,UNKNOWN,"$30,000 - $34,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SATURN,INDEPENDENT,"$10,000 - $14,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,BANK,"$5,000 - $9,999",1,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,BANK,"$10,000 - $14,999",1,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,BANK,"$15,000 - $19,999",2,2,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,BANK,"$20,000 - $24,999",1,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,BANK,"$25,000 - $29,999",1,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,BANK,"$30,000 - $34,999",0,3,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,BANK,"$40,000 - $44,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,CAPTIVE,"$15,000 - $19,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,CAPTIVE,"$25,000 - $29,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,CAPTIVE,"$30,000 - $34,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,CREDIT UNION,"$0 - $4,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,CREDIT UNION,"$5,000 - $9,999",3,2,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,CREDIT UNION,"$10,000 - $14,999",5,5,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,CREDIT UNION,"$15,000 - $19,999",1,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,CREDIT UNION,"$20,000 - $24,999",0,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,CREDIT UNION,"$25,000 - $29,999",0,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,CREDIT UNION,"$30,000 - $34,999",0,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,CREDIT UNION,"$40,000 - $44,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,INDEPENDENT,"$0 - $4,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,INDEPENDENT,"$10,000 - $14,999",2,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,INDEPENDENT,"$15,000 - $19,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,INDEPENDENT,"$20,000 - $24,999",2,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,INDEPENDENT,"$25,000 - $29,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,INDEPENDENT,"$35,000 - $39,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,UNKNOWN,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,UNKNOWN,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,SUBARU,UNKNOWN,"$30,000 - $34,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TESLA,BANK,"$20,000 - $24,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TESLA,CREDIT UNION,"$20,000 - $24,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TESLA,INDEPENDENT,"$25,000 - $29,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$5,000 - $9,999",2,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$10,000 - $14,999",2,1,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$15,000 - $19,999",1,3,5
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$20,000 - $24,999",3,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$25,000 - $29,999",2,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$30,000 - $34,999",1,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$35,000 - $39,999",2,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$45,000 - $49,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$80,000 - $89,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$5,000 - $9,999",1,4,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$10,000 - $14,999",2,7,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$15,000 - $19,999",4,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$20,000 - $24,999",4,4,4
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$25,000 - $29,999",6,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$30,000 - $34,999",2,2,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$35,000 - $39,999",2,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$40,000 - $44,999",1,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$45,000 - $49,999",2,1,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$50,000 - $59,999",0,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$60,000 - $69,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$0 - $4,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$5,000 - $9,999",1,2,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$10,000 - $14,999",1,2,6
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$15,000 - $19,999",3,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$20,000 - $24,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$25,000 - $29,999",2,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$30,000 - $34,999",1,4,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$35,000 - $39,999",2,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$40,000 - $44,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$45,000 - $49,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$60,000 - $69,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,INDEPENDENT,"$10,000 - $14,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,INDEPENDENT,"$15,000 - $19,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,INDEPENDENT,"$20,000 - $24,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,INDEPENDENT,"$30,000 - $34,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,INDEPENDENT,"$40,000 - $44,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,UNKNOWN,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,UNKNOWN,"$30,000 - $34,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,UNKNOWN,"$35,000 - $39,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,TOYOTA,UNKNOWN,Not Available,1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,BANK,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,BANK,"$15,000 - $19,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,BANK,"$20,000 - $24,999",2,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,BANK,"$25,000 - $29,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,BANK,"$30,000 - $34,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,CAPTIVE,"$15,000 - $19,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,CREDIT UNION,"$5,000 - $9,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,CREDIT UNION,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,CREDIT UNION,"$15,000 - $19,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,CREDIT UNION,"$20,000 - $24,999",1,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,CREDIT UNION,"$30,000 - $34,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,INDEPENDENT,"$10,000 - $14,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,INDEPENDENT,"$15,000 - $19,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,INDEPENDENT,"$20,000 - $24,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,VOLVO,BANK,"$10,000 - $14,999",1,0,0
